t,epsilon_fraction,meanop_D_temporal_seedmean,meanop_D_temporal_seedmin,meanop_D_temporal_seedmax,meanop_R_temporal_seedmean,meanop_R_temporal_seedmin,meanop_R_temporal_seedmax,meanop_cos_temporal_seedmean,meanop_cos_temporal_seedmin,meanop_cos_temporal_seedmax,meanop_R_cross_time_radius_seedmean,meanop_R_cross_time_radius_seedmin,meanop_R_cross_time_radius_seedmax,meanop_cos_cross_time_radius_seedmean,meanop_cos_cross_time_radius_seedmin,meanop_cos_cross_time_radius_seedmax,meanop_R_same_time_radius_seedmean,meanop_R_same_time_radius_seedmin,meanop_R_same_time_radius_seedmax,meanop_cos_same_time_radius_seedmean,meanop_cos_same_time_radius_seedmin,meanop_cos_same_time_radius_seedmax,pair_R_cross_minus_same_seedmean,pair_R_cross_minus_same_seedmin,pair_R_cross_minus_same_seedmax,pair_cos_same_minus_cross_seedmean,pair_cos_same_minus_cross_seedmin,pair_cos_same_minus_cross_seedmax,native_response_norm_pair_mean_seedmean,native_response_norm_pair_mean_seedmin,native_response_norm_pair_mean_seedmax,convergence_rel_half_mean_seedmean,convergence_rel_half_mean_seedmin,convergence_rel_half_mean_seedmax,convergence_rel_double_mean_seedmean,convergence_rel_double_mean_seedmin,convergence_rel_double_mean_seedmax,stable_all_seeds,geometric_cell_all_seeds
11,0.1,0.33793697754542035,0.22578635811805725,0.47484371066093445,0.14524860928455988,0.09717727452516556,0.21461521089076996,0.9885476430257162,0.9771155714988708,0.9959878921508789,0.13425186773141226,0.06512308120727539,0.22022512555122375,0.988956868648529,0.9757748246192932,0.9979634284973145,0.022511875877777737,0.019751079380512238,0.027559420093894005,0.9997442762056986,0.9996212720870972,0.9998137354850769,0.014558187996347746,0.006832440383732319,0.026795171201229095,0.010389089584350586,0.0028913021087646484,0.022791802883148193,3.1245444615681968,2.956148147583008,3.2817623615264893,0.00423581440312167,0.003381469054147601,0.0050382185727357864,0.01629166305065155,0.013133935630321503,0.01925445720553398,True,False
12,0.1,0.3704989453156789,0.2705884575843811,0.5007450580596924,0.16330518821875253,0.1167851984500885,0.23551815748214722,0.9883362849553426,0.9780997633934021,0.9940916299819946,0.1356046497821808,0.10302877426147461,0.175120547413826,0.9910325407981873,0.9859510064125061,0.9949101805686951,0.021527220805486042,0.019405780360102654,0.0229924526065588,0.999777356783549,0.9997478127479553,0.9998171925544739,0.01788932830095291,-0.002155192196369171,0.027924662455916405,0.011410772800445557,-0.0020302534103393555,0.018916845321655273,3.0270896752675376,2.9530811309814453,3.1732125282287598,0.004033253683398168,0.0034993099980056286,0.004555471241474152,0.015547412447631359,0.01357079017907381,0.017470935359597206,True,False
0,0.3,0.6972177227338155,0.5706890821456909,0.7837772965431213,0.2677214692036311,0.22571836411952972,0.3118286728858948,0.9862444202105204,0.9826518893241882,0.9888179302215576,0.24691682557264963,0.1749746948480606,0.29242753982543945,0.9755764404932658,0.9664872288703918,0.9887878894805908,0.013501747200886408,0.009617345407605171,0.019578298553824425,0.9999147852261862,0.9998511075973511,0.9999547004699707,0.062446647634108864,0.04887760803103447,0.06931598484516144,0.04605982700983683,0.03744608163833618,0.05211549997329712,3.370677630106608,3.170940637588501,3.557743549346924,0.032283260176579155,0.02674892544746399,0.0351441465318203,0.10093697160482407,0.08851993083953857,0.10745647549629211,False,False
1,0.3,0.32217203080654144,0.18421752750873566,0.5201911330223083,0.13325338313976923,0.07710889726877213,0.2205459326505661,0.9914287130037943,0.9806726574897766,0.9979157447814941,0.16385113696257272,0.12562574446201324,0.2302607297897339,0.9877950151761373,0.9746813774108887,0.9951645731925964,0.016797466514011223,0.014300495386123657,0.02174980752170086,0.9998566508293152,0.9997737407684326,0.9998983144760132,0.01404505098859469,-0.016516853123903275,0.0502440482378006,0.0054381489753723145,-0.019878089427947998,0.033988356590270996,3.1070749759674072,2.9447245597839355,3.2421963214874268,0.031207745273907978,0.026437804102897644,0.03371183201670647,0.09877551843722661,0.08732778578996658,0.10472404956817627,False,False
2,0.3,0.2799432724714279,0.22552211582660675,0.37842679023742676,0.11890822649002075,0.08963502198457718,0.16721412539482117,0.9924694498380026,0.9862773418426514,0.9960293769836426,0.10353564222653706,0.0716283768415451,0.13831660151481628,0.99427729845047,0.9904346466064453,0.9974634647369385,0.016929224443932373,0.012667669914662838,0.02148754708468914,0.9998512864112854,0.9997693300247192,0.9999215006828308,0.03602601960301399,0.029390819370746613,0.040292736142873764,0.024785300095876057,0.01865863800048828,0.029842138290405273,3.0580453872680664,2.897559642791748,3.1941325664520264,0.032860614359378815,0.02621762454509735,0.03811120614409447,0.10296856115261714,0.08673211187124252,0.11592581868171692,False,False
3,0.3,0.2669694821039836,0.2061275988817215,0.34482669830322266,0.11430502186218898,0.08749338239431381,0.1558493971824646,0.9932366013526917,0.9882937669754028,0.9962155222892761,0.11721320450305939,0.07485438883304596,0.17598295211791992,0.9922402501106262,0.9845328330993652,0.9972094297409058,0.01739514370759328,0.01462491974234581,0.01958359219133854,0.9998485644658407,0.9998136162757874,0.9998931884765625,0.044372947265704475,0.02334681525826454,0.08457536995410919,0.030706624190012615,0.013718783855438232,0.05996173620223999,3.018345912297567,2.909552574157715,3.1782641410827637,0.03228781993190447,0.027168430387973785,0.03496025875210762,0.10160451382398605,0.08873475342988968,0.10809557884931564,False,False
4,0.3,0.2574174056450526,0.19295258820056915,0.3254215717315674,0.1089363768696785,0.082016222178936,0.14435496926307678,0.9937589168548584,0.9896648526191711,0.9966464638710022,0.1145521029829979,0.07531988620758057,0.15911126136779785,0.9931681752204895,0.9878512024879456,0.9971645474433899,0.01592506126811107,0.010448828339576721,0.02385246567428112,0.9998627305030823,0.9997276663780212,0.9999493956565857,0.036956191062927246,0.011063966900110245,0.0629553496837616,0.024612585703531902,0.008402228355407715,0.044051170349121094,3.077360153198242,2.8990557193756104,3.234426736831665,0.03365559130907059,0.02709401398897171,0.038707051426172256,0.10474998503923416,0.08875414729118347,0.1169297844171524,False,False
5,0.3,0.2633928209543228,0.16043581068515778,0.36770424246788025,0.11349302530288696,0.06841127574443817,0.16856251657009125,0.9933412075042725,0.9876899123191833,0.9976804852485657,0.10860426475604375,0.06301677227020264,0.16264548897743225,0.9935704072316488,0.9873203635215759,0.9980180859565735,0.01599760229388873,0.015714820474386215,0.016433916985988617,0.9998735388120016,0.9998672604560852,0.9998788237571716,0.037771265332897506,0.024131614714860916,0.06220883131027222,0.027081350485483806,0.015713930130004883,0.045686185359954834,3.0387495358784995,2.909564733505249,3.2636454105377197,0.03352697752416134,0.02769661508500576,0.03655966371297836,0.10474206258853276,0.08998704701662064,0.1121843010187149,False,False
6,0.3,0.23459590474764505,0.13815534114837646,0.30418747663497925,0.09931161999702454,0.05911027640104294,0.13300594687461853,0.9950090448061625,0.9913879036903381,0.9984014630317688,0.12468393395344417,0.06623823195695877,0.20045775175094604,0.9916828870773315,0.982859194278717,0.9978095889091492,0.013116578261057535,0.012038545683026314,0.014177128672599792,0.9999154210090637,0.9999024271965027,0.9999276399612427,0.020198024809360504,0.008124809712171555,0.04411984980106354,0.013930102189381918,0.0031853318214416504,0.03440898656845093,3.0624749660491943,2.8991353511810303,3.1580464839935303,0.03349104089041551,0.027812642976641655,0.03779101371765137,0.10471054911613464,0.09035632014274597,0.11526593565940857,False,False
7,0.3,0.2585603594779968,0.142020583152771,0.3811384439468384,0.11226041615009308,0.060941800475120544,0.17398221790790558,0.9932946364084879,0.985399603843689,0.9982718825340271,0.10172833626468976,0.05001717433333397,0.1648695468902588,0.9938420454661051,0.9867050051689148,0.9988110661506653,0.019657184059421223,0.01827320083975792,0.02219579927623272,0.9998085101445516,0.9997545480728149,0.999836266040802,0.01027710766841968,-0.004009498283267021,0.026889417320489883,0.004863182703653972,-0.0036140084266662598,0.014336645603179932,3.020114024480184,2.908797264099121,3.1392531394958496,0.03387245908379555,0.028061512857675552,0.03837902098894119,0.10548366109530131,0.09101244807243347,0.11711977422237396,False,False
8,0.3,0.24974520007769266,0.13771158456802368,0.34079185128211975,0.10653033976753552,0.05923556163907051,0.15056782960891724,0.9941823681195577,0.9893300533294678,0.9986808896064758,0.10744480540355046,0.06421888619661331,0.1640174686908722,0.9941318233807882,0.9887552857398987,0.9979878664016724,0.018477531460424263,0.014670918695628643,0.02160174772143364,0.9998370409011841,0.9997736215591431,0.9998941421508789,0.023741445193688076,0.01574462652206421,0.032860420644283295,0.01690421501795451,0.01104193925857544,0.025144100189208984,3.0551653703053794,2.8992223739624023,3.134125232696533,0.03340834813813368,0.028251418843865395,0.037983134388923645,0.10420486082633336,0.09171042591333389,0.11493998020887375,False,False
9,0.3,0.25963062544663745,0.14603139460086823,0.37364497780799866,0.11203501125176747,0.06305810809135437,0.16959929466247559,0.9930774768193563,0.9861993789672852,0.9983032941818237,0.09713662415742874,0.07102199643850327,0.13093307614326477,0.9950845638910929,0.9916512370109558,0.9975387454032898,0.022410369167725246,0.013513043522834778,0.028948767110705376,0.9997433622678121,0.9996250867843628,0.9999099969863892,0.025760112951199215,0.011968119069933891,0.04920143634080887,0.018543938795725506,0.007765054702758789,0.03588312864303589,3.0606045722961426,2.9077303409576416,3.2183308601379395,0.03521937628587087,0.02827398106455803,0.04159247502684593,0.10832833747069041,0.09180780500173569,0.1230577751994133,False,False
10,0.3,0.24455599983533224,0.20839589834213257,0.3038807809352875,0.10546402136484782,0.08732815831899643,0.1388826221227646,0.9949192404747009,0.9919677376747131,0.9966027140617371,0.09540017942587535,0.0769314244389534,0.1098051592707634,0.9956487417221069,0.9939983487129211,0.9972058534622192,0.012737388101716837,0.011759948916733265,0.014529219828546047,0.9999186197916666,0.9998955726623535,0.9999313354492188,9.869365021586418e-05,-0.006556177511811256,0.009185243397951126,-0.0014125704765319824,-0.007147073745727539,0.006179690361022949,3.056055466334025,2.900216817855835,3.262610912322998,0.0337991900742054,0.028961684554815292,0.036981720477342606,0.10554503897825877,0.0934363603591919,0.11319807171821594,False,False
11,0.3,0.32842651506265,0.2183120995759964,0.4633270800113678,0.142093226313591,0.09455323964357376,0.2106838822364807,0.9890321095784506,0.9779902100563049,0.9962355494499207,0.13194218774636587,0.06367001682519913,0.21674464643001556,0.989315907160441,0.9765287041664124,0.9980484247207642,0.021830433358748753,0.01903361827135086,0.026640016585588455,0.9997594952583313,0.9996469020843506,0.999826192855835,0.015230786520987749,0.007425005082041025,0.028097350150346756,0.010710457960764566,0.0034788846969604492,0.023225843906402588,3.0618844032287598,2.906860828399658,3.215160846710205,0.035266599307457604,0.028718598186969757,0.04139639809727669,0.10894990464051564,0.09315600991249084,0.12323770672082901,False,False
12,0.3,0.36023829380671185,0.263910710811615,0.48731276392936707,0.15984048694372177,0.11465729027986526,0.2305903285741806,0.988891621430715,0.9791680574417114,0.994343638420105,0.13260804365078607,0.10090754181146622,0.17156560719013214,0.9914519985516866,0.9866055846214294,0.995115339756012,0.020741811643044155,0.018461482599377632,0.022120874375104904,0.999793291091919,0.9997658133506775,0.9998351335525513,0.01767818971226613,-0.001958821900188923,0.02773316577076912,0.011050005753835043,-0.0019135475158691406,0.0184287428855896,2.968085527420044,2.889826774597168,3.1106491088867188,0.03373599176605543,0.029620185494422913,0.03770667687058449,0.10510821640491486,0.09498849511146545,0.11435328423976898,False,False
